id,product_id,color,size,stock,price,note
2644,1322,Đen,M,51,117148,
2645,1323,Trắng,L,113,183114,
2646,1323,Trắng,L,67,194325,
2647,1324,Đen,M,133,256296,
2648,1324,Trắng,M,50,247407,
2649,1325,Đen,M,33,313550,
2650,1325,Đen,L,139,307072,
2651,1326,Trắng,L,61,50466,
2652,1326,Trắng,L,36,51897,
2653,1327,Đen,M,101,152650,
2654,1327,Trắng,M,91,149238,
2655,1328,Trắng,M,118,449592,
2656,1328,Trắng,M,121,446221,
2657,1329,Đen,L,67,98630,
2658,1329,Đen,M,26,106834,
2659,1330,Đen,L,136,117541,
2660,1330,Đen,L,79,121106,
2661,1331,Trắng,M,24,188615,
2662,1331,Đen,M,108,187139,
2663,1332,Đen,M,125,256680,
2664,1332,Trắng,L,58,253230,
2665,1333,Đen,L,143,317228,
2666,1333,Đen,M,134,315611,
2667,1334,Đen,M,45,62013,
2668,1334,Đen,M,21,63193,
2669,1335,Đen,L,39,150389,
2670,1335,Đen,L,66,149654,
2671,1336,Đen,L,130,453760,
2672,1336,Trắng,M,140,448520,
2673,1337,Trắng,L,113,107729,
2674,1337,Trắng,L,134,98807,
2675,1338,Đen,M,63,128865,
2676,1338,Đen,M,142,116262,
2677,1339,Đen,L,114,192438,
2678,1339,Đen,M,146,188699,
2679,1340,Trắng,L,106,249953,
2680,1340,Trắng,M,62,257140,
2681,1341,Đen,L,144,314748,
2682,1341,Trắng,L,138,313955,
2683,1342,Đen,M,29,50633,
2684,1342,Đen,L,25,59409,
2685,1343,Trắng,M,87,157872,
2686,1343,Trắng,L,120,146582,
2687,1344,Đen,M,69,445054,
2688,1344,Đen,L,39,453801,
2689,1345,Đen,M,142,103484,
2690,1345,Trắng,M,109,106041,
2691,1346,Trắng,M,43,116081,
2692,1346,Đen,L,81,126490,
2693,1347,Đen,L,31,194301,
2694,1347,Đen,L,29,185661,
2695,1348,Trắng,M,62,257273,
2696,1348,Đen,M,141,258876,
2697,1349,Đen,L,48,313995,
2698,1349,Trắng,M,67,311580,
2699,1350,Trắng,M,84,51520,
2700,1350,Trắng,M,134,64256,
2701,1351,Trắng,L,49,148871,
2702,1351,Trắng,L,88,159924,
2703,1352,Đen,L,50,452215,
2704,1352,Đen,L,25,459844,
2705,1353,Trắng,M,33,108728,
2706,1353,Đen,M,142,103813,
2707,1354,Trắng,M,29,122303,
2708,1354,Trắng,L,128,122200,
2709,1355,Trắng,L,70,190823,
2710,1355,Đen,M,40,181426,
2711,1356,Đen,L,113,248570,
2712,1356,Đen,M,67,257844,
2713,1357,Trắng,M,73,313890,
2714,1357,Trắng,L,82,315149,
2715,1358,Đen,M,41,61174,
2716,1358,Đen,M,102,58743,
2717,1359,Trắng,M,24,154177,
2718,1359,Đen,L,105,150407,
2719,1360,Trắng,M,116,453483,
2720,1360,Đen,M,119,446030,
2721,1361,Đen,L,43,108109,
2722,1361,Trắng,L,112,108539,
2723,1362,Trắng,M,28,125117,
2724,1362,Đen,L,27,127821,
2725,1363,Trắng,L,75,192024,
2726,1363,Đen,M,38,185250,
2727,1364,Trắng,M,101,247571,
2728,1364,Trắng,M,100,253033,
2729,1365,Đen,M,136,311143,
2730,1365,Đen,L,148,319700,
2731,1366,Đen,L,37,64199,
2732,1366,Đen,M,123,55829,
2733,1367,Đen,L,38,149350,
2734,1367,Đen,M,86,153168,
2735,1368,Trắng,L,117,446100,
2736,1368,Trắng,L,50,447840,
2737,1369,Trắng,L,120,95778,
2738,1369,Trắng,L,25,95911,
2739,1370,Đen,L,26,123166,
2740,1370,Đen,L,109,124953,
2741,1371,Trắng,M,107,194121,
2742,1371,Trắng,M,23,187093,
2743,1372,Trắng,M,49,246649,
2744,1372,Trắng,L,45,246394,
2745,1373,Trắng,L,25,307379,
2746,1373,Đen,M,71,306920,
2747,1374,Trắng,L,99,59221,
2748,1374,Đen,L,40,55554,
2749,1375,Trắng,L,101,148849,
2750,1375,Đen,L,142,146365,
2751,1376,Trắng,M,92,450632,
2752,1376,Trắng,L,117,449239,
2753,1377,Đen,L,127,97529,
2754,1377,Trắng,M,24,105634,
2755,1378,Trắng,M,107,125234,
2756,1378,Đen,M,103,125844,
2757,1379,Trắng,L,107,186278,
2758,1379,Trắng,M,101,181383,
2759,1380,Đen,L,75,252069,
2760,1380,Đen,L,27,258001,
2761,1381,Đen,L,130,315632,
2762,1381,Trắng,M,88,319112,
2763,1382,Trắng,M,79,60172,
2764,1382,Trắng,M,138,59232,
2765,1383,Đen,L,53,148591,
2766,1383,Trắng,L,29,158067,
2767,1384,Trắng,L,100,452170,
2768,1384,Đen,L,48,449326,
2769,1385,Đen,L,118,96354,
2770,1385,Trắng,L,108,105219,
2771,1386,Trắng,L,122,123797,
2772,1386,Đen,L,145,123075,
2773,1387,Trắng,M,46,184494,
2774,1387,Trắng,M,68,189996,
2775,1388,Đen,L,128,252275,
2776,1388,Trắng,M,75,252164,
2777,1389,Trắng,L,102,312127,
2778,1389,Đen,L,30,312266,
2779,1390,Trắng,L,65,62261,
2780,1390,Trắng,M,81,63153,
2781,1391,Đen,L,88,159954,
2782,1391,Đen,L,61,147812,
2783,1392,Trắng,M,62,451477,
2784,1392,Trắng,M,126,446813,
2785,1393,Đen,M,54,101942,
2786,1393,Đen,M,142,97312,
2787,1394,Đen,L,125,123159,
2788,1394,Trắng,L,96,119957,
2789,1395,Trắng,M,131,187214,
2790,1395,Trắng,M,68,189553,
2791,1396,Trắng,M,116,248325,
2792,1396,Trắng,M,24,255786,
2793,1397,Trắng,M,104,312044,
2794,1397,Đen,L,108,310318,
2795,1398,Trắng,L,141,50600,
2796,1398,Đen,L,99,56301,
2797,1399,Trắng,L,80,152714,
2798,1399,Trắng,L,71,156381,
2799,1400,Trắng,L,107,449437,
2800,1400,Trắng,L,63,450849,
2801,1401,Trắng,L,37,102333,
2802,1401,Đen,M,125,96830,
2803,1402,Đen,L,49,123948,
2804,1402,Đen,L,97,119644,
2805,1403,Trắng,M,142,191197,
2806,1403,Trắng,M,123,187735,
2807,1404,Trắng,L,91,257659,
2808,1404,Đen,L,69,254983,
2809,1405,Trắng,M,79,306830,
2810,1405,Đen,L,88,308837,
2811,1406,Đen,L,150,63138,
2812,1406,Trắng,L,58,55934,
2813,1407,Đen,L,135,145801,
2814,1407,Đen,M,85,145004,
2815,1408,Đen,M,100,450804,
2816,1408,Trắng,L,37,449459,
2817,1409,Trắng,M,62,100209,
2818,1409,Trắng,L,21,106792,
2819,1410,Trắng,M,26,128611,
2820,1410,Trắng,M,73,118424,
2821,1411,Đen,M,138,183778,
2822,1411,Đen,M,72,190699,
2823,1412,Đen,L,89,257257,
2824,1412,Trắng,L,60,259485,
2825,1413,Trắng,M,122,314539,
2826,1413,Trắng,M,131,317010,
2827,1414,Đen,L,134,50509,
2828,1414,Đen,L,32,52552,
2829,1415,Đen,M,115,156802,
2830,1415,Trắng,L,50,159880,
2831,1416,Đen,M,41,454333,
2832,1416,Đen,L,28,453327,
2833,1417,Đen,L,37,96408,
2834,1417,Đen,L,79,107666,
2835,1418,Đen,L,76,125530,
2836,1418,Trắng,L,92,122762,
2837,1419,Trắng,M,95,181764,
2838,1419,Trắng,L,143,190623,
2839,1420,Trắng,L,61,254197,
2840,1420,Trắng,L,125,247774,
2841,1421,Đen,L,46,305801,
2842,1421,Đen,M,136,315545,
2843,1422,Đen,L,143,60072,
2844,1422,Đen,M,126,58753,
2845,1423,Trắng,L,139,147337,
2846,1423,Đen,L,46,153071,
2847,1424,Trắng,L,50,452540,
2848,1424,Trắng,L,21,450470,
2849,1425,Đen,M,106,105141,
2850,1425,Đen,M,54,96708,
2851,1426,Trắng,M,134,119464,
2852,1426,Đen,M,92,127920,
2853,1427,Trắng,L,91,185730,
2854,1427,Trắng,M,68,182948,
2855,1428,Đen,M,115,251384,
2856,1428,Đen,L,24,255872,
2857,1429,Đen,M,150,314397,
2858,1429,Đen,L,84,307159,
2859,1430,Đen,L,143,51442,
2860,1430,Đen,M,131,50554,
2861,1431,Đen,L,75,154942,
2862,1431,Trắng,M,85,158561,
2863,1432,Trắng,L,135,458826,
2864,1432,Đen,L,121,449149,
2865,1433,Trắng,L,119,100728,
2866,1433,Trắng,L,136,98655,
2867,1434,Đen,M,20,125714,
2868,1434,Trắng,M,128,125312,
2869,1435,Đen,L,83,190544,
2870,1435,Trắng,L,30,187628,
2871,1436,Trắng,M,20,257264,
2872,1436,Đen,M,59,258204,
2873,1437,Đen,M,119,313264,
2874,1437,Trắng,M,74,314836,
2875,1438,Trắng,M,58,53713,
2876,1438,Đen,M,104,50950,
2877,1439,Trắng,M,21,158751,
2878,1439,Trắng,M,85,156879,
2879,1440,Đen,M,137,454482,
2880,1440,Đen,M,119,454824,
2881,1441,Đen,M,23,96833,
2882,1441,Đen,L,142,101616,
2883,1442,Trắng,M,61,115759,
2884,1442,Trắng,M,64,124421,
2885,1443,Trắng,L,135,186693,
2886,1443,Trắng,L,32,187861,
2887,1444,Đen,L,58,252537,
2888,1444,Đen,M,49,253308,
2889,1445,Trắng,M,111,310247,
2890,1445,Đen,L,32,318083,
2891,1446,Đen,M,72,61138,
2892,1446,Trắng,M,110,56960,
2893,1447,Đen,M,137,154458,
2894,1447,Trắng,M,31,152173,
2895,1448,Đen,M,117,445920,
2896,1448,Trắng,L,91,445112,
2897,1449,Trắng,L,43,95191,
2898,1449,Đen,M,43,107681,
2899,1450,Trắng,L,105,129705,
2900,1450,Đen,L,66,116871,
2901,1451,Trắng,M,129,182563,
2902,1451,Trắng,M,93,184668,
2903,1452,Trắng,M,30,250199,
2904,1452,Đen,L,109,255495,
2905,1453,Trắng,M,52,314031,
2906,1453,Đen,M,119,308115,
2907,1454,Trắng,L,32,60349,
2908,1454,Đen,L,74,50941,
2909,1455,Trắng,M,147,152581,
2910,1455,Trắng,L,84,158069,
2911,1456,Đen,M,135,446520,
2912,1456,Đen,M,101,455713,
2913,1457,Đen,M,127,108566,
2914,1457,Trắng,M,56,107570,
2915,1458,Đen,L,109,115708,
2916,1458,Trắng,M,49,115568,
2917,1459,Đen,L,66,189685,
2918,1459,Trắng,L,145,184457,
2919,1460,Trắng,M,62,246447,
2920,1460,Trắng,M,147,252123,
2921,1461,Trắng,L,101,316731,
2922,1461,Đen,L,96,318048,
2923,1462,Đen,L,82,55106,
2924,1462,Trắng,M,46,64503,
2925,1463,Đen,L,25,149419,
2926,1463,Trắng,L,65,155864,
2927,1464,Trắng,L,40,453413,
2928,1464,Đen,L,56,447258,
2929,1465,Đen,L,25,97489,
2930,1465,Đen,M,21,96877,
2931,1466,Đen,L,28,124627,
2932,1466,Trắng,M,115,121389,
2933,1467,Trắng,L,57,184328,
2934,1467,Đen,L,72,186088,
2935,1468,Đen,M,43,253458,
2936,1468,Trắng,M,131,246788,
2937,1469,Trắng,L,132,307096,
2938,1469,Trắng,M,52,306949,
2939,1470,Trắng,L,121,58421,
2940,1470,Đen,L,90,61889,
2941,1471,Đen,L,122,151638,
2942,1471,Trắng,L,98,151010,
2943,1472,Trắng,L,78,454150,
2944,1472,Trắng,L,126,445581,
2945,1473,Đen,M,114,96686,
2946,1473,Đen,M,64,101861,
2947,1474,Trắng,M,95,126629,
2948,1474,Đen,L,145,118323,
2949,1475,Đen,L,78,183679,
2950,1475,Trắng,L,103,183864,
2951,1476,Đen,M,115,247804,
2952,1476,Đen,L,38,249548,
2953,1477,Trắng,M,53,314065,
2954,1477,Đen,M,101,318091,
2955,1478,Đen,L,73,57767,
2956,1478,Đen,M,140,60469,
2957,1479,Đen,M,38,157279,
2958,1479,Trắng,M,130,152852,
2959,1480,Trắng,L,75,459268,
2960,1480,Trắng,M,51,449118,
2961,1481,Trắng,L,68,94338,
2962,1481,Trắng,M,117,96499,
2963,1482,Trắng,L,139,124818,
2964,1482,Đen,L,135,121015,
2965,1483,Trắng,M,36,190045,
2966,1483,Đen,M,86,194309,
2967,1484,Đen,M,74,259843,
2968,1484,Đen,L,63,251439,
2969,1485,Đen,M,48,311036,
2970,1485,Trắng,M,98,314354,
2971,1486,Đen,L,24,60838,
2972,1486,Trắng,L,45,55522,
2973,1487,Trắng,L,57,150498,
2974,1487,Trắng,M,97,147854,
2975,1488,Đen,L,25,453300,
2976,1488,Trắng,L,23,448585,
2977,1489,Đen,L,103,99886,
2978,1489,Đen,M,34,103968,
2979,1490,Trắng,L,44,126594,
2980,1490,Đen,L,146,115972,
2981,1491,Đen,M,119,182027,
2982,1491,Đen,M,25,183234,
2983,1492,Trắng,L,70,245188,
2984,1492,Đen,M,56,251294,
2985,1493,Trắng,M,145,307745,
2986,1493,Đen,M,126,314529,
2987,1494,Trắng,L,113,61506,
2988,1494,Đen,M,121,53131,
2989,1495,Trắng,L,64,152771,
2990,1495,Đen,L,97,159273,
2991,1496,Đen,M,64,449872,
2992,1496,Trắng,L,126,447619,
2993,1497,Trắng,M,41,96965,
2994,1497,Trắng,L,110,101731,
2995,1498,Trắng,M,96,122323,
2996,1498,Đen,M,39,119527,
2997,1499,Trắng,M,103,181352,
2998,1499,Trắng,L,20,185891,
2999,1500,Trắng,L,102,257175,
3000,1500,Trắng,M,72,252529,
3001,1501,Trắng,M,60,314935,
3002,1501,Trắng,L,83,314055,
3003,1502,Đen,L,133,56543,
3004,1502,Trắng,M,111,58091,
3005,1503,Trắng,L,93,159309,
3006,1503,Trắng,L,132,159521,
3007,1504,Trắng,M,118,445877,
3008,1504,Trắng,L,60,458891,
3009,1505,Trắng,L,92,102853,
3010,1505,Trắng,L,24,98633,
3011,1506,Trắng,M,67,122785,
3012,1506,Đen,L,68,125508,
3013,1507,Đen,M,23,187987,
3014,1507,Trắng,L,143,182340,
3015,1508,Trắng,L,66,249047,
3016,1508,Trắng,M,95,246545,
3017,1509,Trắng,L,79,312976,
3018,1509,Đen,M,26,312286,
3019,1510,Đen,L,147,56328,
3020,1510,Trắng,L,76,63480,
3021,1511,Đen,M,85,150213,
3022,1511,Trắng,L,23,145617,
3023,1512,Đen,M,27,457508,
3024,1512,Trắng,L,53,446111,
3025,1513,Trắng,L,40,96263,
3026,1513,Đen,M,42,99068,
3027,1514,Đen,M,64,115956,
3028,1514,Trắng,M,121,115293,
3029,1515,Đen,M,128,188457,
3030,1515,Đen,L,34,186128,
3031,1516,Đen,L,89,252386,
3032,1516,Đen,M,46,246719,
3033,1517,Trắng,L,44,310173,
3034,1517,Đen,M,32,317423,
3035,1518,Trắng,L,133,51085,
3036,1518,Đen,M,37,62081,
3037,1519,Trắng,M,132,158290,
3038,1519,Đen,L,117,154272,
3039,1520,Trắng,M,127,450218,
3040,1520,Đen,L,21,453479,
3041,1521,Đen,L,28,105512,
3042,1521,Trắng,M,24,96218,
3043,1522,Trắng,L,125,120131,
3044,1522,Trắng,M,146,125144,
3045,1523,Đen,M,99,191649,
3046,1523,Đen,M,118,192650,
3047,1524,Đen,L,51,255858,
3048,1524,Trắng,M,134,246320,
3049,1525,Đen,L,35,315013,
3050,1525,Trắng,L,140,317505,
3051,1526,Đen,M,21,55592,
3052,1526,Đen,L,42,58711,
3053,1527,Trắng,L,56,159880,
3054,1527,Trắng,L,143,159870,
3055,1528,Đen,L,64,449801,
3056,1528,Trắng,M,98,454368,
3057,1529,Đen,L,95,107831,
3058,1529,Đen,M,110,103564,
3059,1530,Trắng,M,133,123795,
3060,1530,Trắng,M,145,126092,
3061,1531,Đen,M,56,192954,
3062,1531,Đen,M,85,180984,
3063,1532,Đen,M,135,258888,
3064,1532,Trắng,M,99,255268,
3065,1533,Đen,M,43,309177,
3066,1533,Trắng,L,64,314522,
3067,1534,Trắng,L,63,61029,
3068,1534,Trắng,M,130,57220,
3069,1535,Trắng,L,92,151542,
3070,1535,Đen,M,117,158837,
3071,1536,Đen,M,60,448070,
3072,1536,Trắng,L,120,450183,
3073,1537,Trắng,M,78,108316,
3074,1537,Trắng,L,64,94133,
3075,1538,Đen,L,142,123315,
3076,1538,Đen,M,65,120635,
3077,1539,Trắng,M,34,183841,
3078,1539,Trắng,M,23,190666,
3079,1540,Trắng,M,108,255125,
3080,1540,Trắng,L,133,253867,
3081,1541,Đen,L,55,309210,
3082,1541,Trắng,M,61,306889,
3083,1542,Đen,L,88,51410,
3084,1542,Trắng,M,25,54328,
3085,1543,Đen,L,23,154929,
3086,1543,Trắng,M,41,150059,
3087,1544,Đen,M,37,449666,
3088,1544,Đen,M,100,456989,
3089,1545,Trắng,L,81,105062,
3090,1545,Trắng,L,87,101445,
3091,1546,Trắng,L,128,123388,
3092,1546,Trắng,M,68,125096,
3093,1547,Đen,M,70,182843,
3094,1547,Trắng,M,40,190482,
3095,1548,Đen,M,48,255922,
3096,1548,Đen,L,70,246817,
3097,1549,Trắng,M,146,317363,
3098,1549,Trắng,L,115,316800,
3099,1550,Trắng,M,60,63572,
3100,1550,Trắng,M,77,60000,
3101,1551,Đen,L,30,159161,
3102,1551,Trắng,M,120,154591,
3103,1552,Trắng,L,144,458124,
3104,1552,Đen,M,65,447546,
3105,1553,Đen,L,105,101617,
3106,1553,Đen,L,90,101889,
3107,1554,Trắng,L,70,115016,
3108,1554,Đen,M,30,126082,
3109,1555,Đen,M,60,192156,
3110,1555,Trắng,L,143,185184,
3111,1556,Trắng,M,104,256781,
3112,1556,Trắng,M,110,256914,
3113,1557,Trắng,M,104,312491,
3114,1557,Trắng,M,94,316535,
3115,1558,Trắng,M,89,59114,
3116,1558,Trắng,L,94,50696,
3117,1559,Trắng,M,63,146437,
3118,1559,Đen,M,45,151004,
3119,1560,Đen,M,57,457661,
3120,1560,Đen,L,110,450397,
3121,1561,Trắng,L,132,106583,
3122,1561,Đen,M,30,105345,
3123,1562,Đen,L,130,126686,
3124,1562,Trắng,L,93,129524,
3125,1563,Trắng,L,97,182131,
3126,1563,Đen,L,50,180530,
3127,1564,Trắng,M,73,249796,
3128,1564,Trắng,L,53,248390,
3129,1565,Đen,M,76,316021,
3130,1565,Trắng,L,79,316099,
3131,1566,Đen,M,141,52436,
3132,1566,Trắng,L,111,52023,
3133,1567,Trắng,M,126,149848,
3134,1567,Trắng,M,28,147520,
3135,1568,Đen,M,26,455208,
3136,1568,Đen,M,95,459913,
3137,1569,Trắng,L,139,104645,
3138,1569,Đen,L,64,100462,
3139,1570,Trắng,L,81,122806,
3140,1570,Đen,M,28,129824,
3141,1571,Trắng,M,42,191893,
3142,1571,Đen,L,77,193984,
3143,1572,Trắng,M,22,256569,
3144,1572,Đen,M,149,257802,
3145,1573,Trắng,L,125,314693,
3146,1573,Đen,L,138,315593,
3147,1574,Trắng,L,80,56425,
3148,1574,Trắng,M,46,54130,
3149,1575,Đen,M,33,157322,
3150,1575,Đen,M,127,158905,
3151,1576,Trắng,L,142,457197,
3152,1576,Trắng,M,139,457487,
3153,1577,Đen,M,130,100878,
3154,1577,Đen,L,100,97098,
3155,1578,Trắng,L,95,120705,
3156,1578,Trắng,M,64,128782,
3157,1579,Đen,L,34,186624,
3158,1579,Đen,L,77,191035,
3159,1580,Đen,L,82,255336,
3160,1580,Đen,M,123,256083,
3161,1581,Đen,M,147,310182,
3162,1581,Đen,M,145,314944,
3163,1582,Trắng,M,113,62540,
3164,1582,Trắng,M,150,61317,
3165,1583,Đen,M,58,158350,
3166,1583,Trắng,L,46,155868,
3167,1584,Đen,M,48,458444,
3168,1584,Trắng,M,132,458655,
3169,1585,Trắng,L,78,108299,
3170,1585,Đen,L,44,103993,
3171,1586,Đen,M,54,115303,
3172,1586,Trắng,M,99,119541,
3173,1587,Đen,M,71,180668,
3174,1587,Trắng,M,139,192809,
3175,1588,Đen,L,66,251555,
3176,1588,Đen,M,23,251031,
3177,1589,Trắng,M,120,310361,
3178,1589,Trắng,L,128,312795,
3179,1590,Trắng,L,34,60263,
3180,1590,Trắng,M,33,61036,
3181,1591,Đen,L,85,151938,
3182,1591,Đen,L,60,146110,
3183,1592,Trắng,M,49,450247,
3184,1592,Đen,M,100,445242,
3185,1593,Đen,M,148,104910,
3186,1593,Đen,M,86,99124,
3187,1594,Trắng,M,122,128275,
3188,1594,Đen,M,112,121488,
3189,1595,Đen,L,60,190854,
3190,1595,Đen,M,116,191865,
3191,1596,Trắng,M,87,251538,
3192,1596,Đen,L,51,246646,
3193,1597,Trắng,L,37,316585,
3194,1597,Đen,M,55,307392,
3195,1598,Trắng,L,90,55823,
3196,1598,Trắng,M,52,55763,
3197,1599,Trắng,L,56,153809,
3198,1599,Đen,L,34,151808,
3199,1600,Đen,M,56,456653,
3200,1600,Đen,L,68,456436,
3201,1601,Trắng,M,101,106014,
3202,1601,Đen,L,147,108459,
3203,1602,Đen,M,76,117214,
3204,1602,Trắng,M,63,125049,
3205,1603,Trắng,L,92,184157,
3206,1603,Trắng,L,139,182945,
3207,1604,Đen,M,47,258448,
3208,1604,Trắng,M,61,253137,
3209,1605,Trắng,M,114,315634,
3210,1605,Trắng,L,137,308917,
3211,1606,Đen,L,78,56627,
3212,1606,Trắng,M,114,59709,
3213,1607,Trắng,L,87,154602,
3214,1607,Trắng,L,45,154641,
3215,1608,Trắng,L,139,448490,
3216,1608,Đen,L,101,459739,
3217,1609,Đen,L,24,95683,
3218,1609,Trắng,M,100,95112,
3219,1610,Đen,M,104,120998,
3220,1610,Đen,L,73,126791,
3221,1611,Đen,M,112,191632,
3222,1611,Trắng,L,96,187265,
3223,1612,Đen,M,65,249046,
3224,1612,Trắng,L,41,251968,
3225,1613,Đen,M,54,315235,
3226,1613,Trắng,M,22,315871,
3227,1614,Trắng,L,32,54457,
3228,1614,Đen,L,118,58703,
3229,1615,Đen,L,65,146883,
3230,1615,Đen,M,131,148487,
3231,1616,Đen,L,46,445129,
3232,1616,Trắng,M,88,458134,
3233,1617,Trắng,L,59,94259,
3234,1617,Trắng,M,75,103126,
3235,1618,Đen,M,128,118076,
3236,1618,Đen,M,97,121496,
3237,1619,Đen,L,145,183692,
3238,1619,Đen,L,93,185370,
3239,1620,Trắng,L,123,257003,
3240,1620,Trắng,M,145,248813,
3241,1621,Đen,L,126,313552,
3242,1621,Đen,L,92,314606,
3243,1622,Trắng,M,41,59883,
3244,1622,Đen,L,106,58881,
3245,1623,Đen,L,121,156801,
3246,1623,Đen,L,149,148349,
3247,1624,Đen,L,70,446406,
3248,1624,Đen,L,91,448326,
3249,1625,Đen,L,144,94438,
3250,1625,Trắng,M,68,101103,
3251,1626,Đen,L,127,122205,
3252,1626,Trắng,M,51,121627,
3253,1627,Đen,M,106,180194,
3254,1627,Trắng,L,34,191610,
3255,1628,Đen,M,20,250582,
3256,1628,Trắng,L,77,250157,
3257,1629,Trắng,L,111,309382,
3258,1629,Đen,M,58,314733,
3259,1630,Đen,L,123,58067,
3260,1630,Trắng,M,69,53125,
3261,1631,Đen,L,27,149379,
3262,1631,Trắng,L,124,148122,
3263,1632,Đen,L,145,452213,
3264,1632,Trắng,M,42,458051,
3265,1633,Đen,M,28,96507,
3266,1633,Đen,M,123,99924,
3267,1634,Trắng,M,126,127434,
3268,1634,Đen,L,117,126895,
3269,1635,Đen,L,102,187775,
3270,1635,Đen,M,51,184381,
3271,1636,Trắng,L,119,256274,
3272,1636,Đen,L,27,250066,
3273,1637,Trắng,M,118,305739,
3274,1637,Đen,M,51,307315,
3275,1638,Đen,M,60,63028,
3276,1638,Đen,L,132,64808,
3277,1639,Trắng,M,141,150297,
3278,1639,Trắng,L,23,150535,
3279,1640,Đen,L,117,448776,
3280,1640,Trắng,L,46,457443,
3281,1641,Đen,L,25,107942,
3282,1641,Trắng,M,127,95116,
3283,1642,Đen,M,134,125028,
3284,1642,Đen,L,29,129813,
3285,1643,Đen,L,41,189626,
3286,1643,Trắng,M,49,190558,
3287,1644,Đen,L,90,251378,
3288,1644,Đen,M,39,255732,
3289,1645,Trắng,L,28,313788,
3290,1645,Trắng,M,147,316798,
3291,1646,Trắng,L,79,56773,
3292,1646,Trắng,M,89,64316,
3293,1647,Trắng,L,55,150558,
3294,1647,Trắng,L,57,155871,
3295,1648,Trắng,M,120,445300,
3296,1648,Trắng,M,80,445325,
3297,1649,Trắng,M,102,107687,
3298,1649,Trắng,L,138,99996,
3299,1650,Trắng,M,20,119539,
3300,1650,Đen,M,22,127975,
3301,1651,Trắng,M,65,181005,
3302,1651,Đen,M,73,194812,
3303,1652,Đen,M,87,249126,
3304,1652,Đen,M,71,253285,
3305,1653,Đen,L,30,316072,
3306,1653,Trắng,M,83,309421,
3307,1654,Trắng,M,25,53115,
3308,1654,Trắng,L,55,55328,
3309,1655,Đen,M,75,159155,
3310,1655,Trắng,M,78,157397,
3311,1656,Đen,M,38,455355,
3312,1656,Trắng,M,41,457589,
3313,1657,Đen,M,120,103910,
3314,1657,Đen,L,134,105709,
3315,1658,Trắng,L,103,121443,
3316,1658,Trắng,M,50,127072,
3317,1659,Trắng,M,115,186332,
3318,1659,Trắng,L,69,194631,
3319,1660,Trắng,M,115,257204,
3320,1660,Trắng,M,42,255416,
3321,1661,Trắng,M,105,317463,
3322,1661,Đen,L,139,311718,
3323,1662,Trắng,L,46,63094,
3324,1662,Trắng,M,42,55689,
3325,1663,Đen,L,57,147289,
3326,1663,Trắng,M,149,151036,
3327,1664,Trắng,M,79,454610,
3328,1664,Trắng,M,43,459769,
3329,1665,Đen,M,95,95912,
3330,1665,Đen,L,84,101290,
3331,1666,Đen,L,139,129788,
3332,1666,Đen,M,59,125166,
3333,1667,Trắng,L,94,188400,
3334,1667,Trắng,L,80,180761,
3335,1668,Đen,L,41,246601,
3336,1668,Trắng,L,41,245084,
3337,1669,Trắng,L,59,312835,
3338,1669,Đen,M,44,308515,
3339,1670,Trắng,M,145,64745,
3340,1670,Trắng,L,131,62874,
3341,1671,Trắng,L,124,150193,
3342,1671,Đen,L,24,156831,
3343,1672,Đen,L,58,445582,
3344,1672,Trắng,M,70,453778,
3345,1673,Trắng,L,122,102527,
3346,1673,Trắng,M,82,105335,
3347,1674,Trắng,M,128,115602,
3348,1674,Đen,M,150,116339,
3349,1675,Đen,M,63,188361,
3350,1675,Trắng,L,108,188381,
3351,1676,Đen,M,135,255601,
3352,1676,Đen,L,132,253742,
3353,1677,Trắng,L,88,307861,
3354,1677,Trắng,M,98,314637,
3355,1678,Đen,M,37,59172,
3356,1678,Trắng,L,66,61238,
3357,1679,Đen,L,21,146513,
3358,1679,Trắng,M,89,158395,
3359,1680,Trắng,L,36,454273,
3360,1680,Đen,M,111,450535,
3361,1681,Đen,L,45,108959,
3362,1681,Trắng,L,114,105324,
3363,1682,Đen,M,135,121133,
3364,1682,Đen,L,145,123698,
3365,1683,Trắng,M,134,192013,
3366,1683,Đen,L,88,185610,
3367,1684,Đen,M,118,246813,
3368,1684,Đen,M,33,245095,
3369,1685,Đen,L,125,306795,
3370,1685,Đen,L,20,309372,
3371,1686,Đen,L,97,54813,
3372,1686,Đen,L,99,59995,
3373,1687,Trắng,L,51,148771,
3374,1687,Trắng,M,102,157214,
3375,1688,Đen,L,46,450383,
3376,1688,Trắng,L,118,453008,
3377,1689,Trắng,L,123,97900,
3378,1689,Đen,M,75,96170,
3379,1690,Trắng,M,113,129089,
3380,1690,Đen,M,78,118518,
3381,1691,Trắng,L,137,186563,
3382,1691,Trắng,M,69,190989,
3383,1692,Đen,L,139,256796,
3384,1692,Trắng,M,108,257160,
3385,1693,Trắng,L,116,307607,
3386,1693,Đen,L,31,311018,
3387,1694,Trắng,L,103,60500,
3388,1694,Trắng,M,110,55320,
3389,1695,Đen,L,23,147732,
3390,1695,Đen,L,26,145255,
3391,1696,Trắng,L,79,446217,
3392,1696,Trắng,L,56,451151,
3393,1697,Đen,M,146,104689,
3394,1697,Trắng,M,95,108721,
3395,1698,Trắng,L,54,120710,
3396,1698,Đen,M,25,121059,
3397,1699,Trắng,M,29,187091,
3398,1699,Trắng,M,64,185137,
